Date,Primary Type,Location Description,Arrest,Year,Month
2022-12-10,Robbery,Gas Station,True,2022,12
2024-01-13,Arson,Bank,True,2024,1
2022-12-08,Arson,Mall,False,2022,12
2022-01-26,Robbery,School,False,2022,1
2023-08-10,Arson,Bank,False,2023,8
2024-11-13,Theft,Gas Station,False,2024,11
2020-07-08,Homicide,Gas Station,False,2020,7
2024-10-10,Robbery,Park,True,2024,10
2021-04-06,Arson,Mall,True,2021,4
2018-01-22,Homicide,Park,True,2018,1
2015-11-14,Theft,School,False,2015,11
2019-09-22,Homicide,Park,False,2019,9
2017-06-08,Vandalism,Bank,False,2017,6
2020-08-03,Theft,Highway,False,2020,8
2017-11-03,Burglary,Bar,False,2017,11
2022-01-11,Vandalism,Home,False,2022,1
2019-09-12,Fraud,School,False,2019,9
2018-05-09,Robbery,School,True,2018,5
2015-10-22,Drug Possession,Home,False,2015,10
2022-07-19,Fraud,Bar,True,2022,7
2023-04-29,Homicide,Gas Station,False,2023,4
2021-01-10,Drug Possession,Gas Station,False,2021,1
2023-07-05,Theft,Bank,True,2023,7
2024-04-03,Burglary,Mall,False,2024,4
2018-09-11,Vandalism,Apartment,False,2018,9
2022-07-31,Fraud,Street,False,2022,7
2020-02-25,Fraud,Street,False,2020,2
2016-08-25,Assault,School,False,2016,8
2020-04-17,Theft,Home,True,2020,4
2016-05-23,Assault,Highway,True,2016,5
2022-05-30,Drug Possession,Apartment,True,2022,5
2016-05-26,Theft,Bar,False,2016,5
2024-05-17,Assault,Street,False,2024,5
2016-06-03,Robbery,Street,False,2016,6
2023-04-07,Vandalism,Gas Station,False,2023,4
2019-05-26,Fraud,Bank,True,2019,5
2017-11-13,Drug Possession,Highway,False,2017,11
2020-01-23,Assault,Park,False,2020,1
2022-10-23,Fraud,Mall,False,2022,10
2018-04-30,Vandalism,Street,True,2018,4
2016-11-14,Theft,Home,False,2016,11
2023-03-27,Burglary,Bank,False,2023,3
2018-02-12,Arson,Bank,True,2018,2
2019-09-19,Theft,Highway,False,2019,9
2015-08-28,Homicide,Mall,True,2015,8
2016-05-27,Arson,Street,False,2016,5
2023-01-31,Arson,Gas Station,True,2023,1
2017-09-12,Burglary,School,False,2017,9
2024-03-01,Burglary,Apartment,False,2024,3
2018-05-14,Assault,Bank,False,2018,5
2015-07-13,Homicide,Home,False,2015,7
2019-03-28,Burglary,Street,False,2019,3
2019-03-03,Fraud,Bank,False,2019,3
2019-01-08,Robbery,Street,False,2019,1
2021-11-20,Assault,Street,False,2021,11
2015-03-17,Homicide,School,False,2015,3
2022-12-15,Vandalism,Bar,False,2022,12
2024-07-29,Burglary,Bar,True,2024,7
2024-09-01,Vandalism,Home,False,2024,9
2021-11-16,Theft,Apartment,True,2021,11
2021-12-21,Vandalism,School,False,2021,12
2019-10-14,Arson,Park,False,2019,10
2022-02-27,Arson,Bank,False,2022,2
2024-08-16,Drug Possession,Apartment,False,2024,8
2022-03-18,Vandalism,Apartment,False,2022,3
2018-09-11,Fraud,Mall,False,2018,9
2021-06-08,Arson,Highway,False,2021,6
2016-01-22,Assault,Street,True,2016,1
2021-07-25,Robbery,Bank,False,2021,7
2022-05-15,Robbery,Mall,False,2022,5
2019-03-29,Fraud,Home,True,2019,3
2020-10-17,Fraud,Home,False,2020,10
2023-06-05,Burglary,Highway,False,2023,6
2019-08-05,Vandalism,Gas Station,True,2019,8
2015-04-03,Fraud,Street,False,2015,4
2019-11-17,Drug Possession,Gas Station,False,2019,11
2018-12-20,Fraud,Highway,True,2018,12
2024-03-18,Burglary,Street,True,2024,3
2023-10-21,Assault,Gas Station,True,2023,10
2017-04-29,Homicide,Apartment,True,2017,4
2024-09-14,Drug Possession,Apartment,True,2024,9
2024-04-22,Fraud,School,False,2024,4
2019-04-29,Arson,Apartment,False,2019,4
2016-09-27,Homicide,Mall,False,2016,9
2015-02-13,Burglary,Apartment,True,2015,2
2019-07-26,Burglary,Mall,True,2019,7
2015-09-23,Burglary,Mall,False,2015,9
2017-04-06,Assault,Bank,False,2017,4
2021-01-22,Fraud,Highway,False,2021,1
2021-07-22,Assault,Bank,False,2021,7
2016-05-08,Burglary,Home,False,2016,5
2023-06-10,Robbery,Park,True,2023,6
2018-02-24,Vandalism,Apartment,False,2018,2
2019-04-06,Robbery,Bar,False,2019,4
2021-07-27,Homicide,Gas Station,False,2021,7
2018-11-02,Assault,Mall,True,2018,11
2021-03-15,Vandalism,Mall,False,2021,3
2018-12-25,Robbery,Mall,False,2018,12
2023-09-29,Arson,Apartment,False,2023,9
2015-07-25,Robbery,Gas Station,False,2015,7
2022-03-18,Homicide,Home,True,2022,3
2018-01-10,Arson,Bank,True,2018,1
2017-08-18,Burglary,Bank,False,2017,8
2024-09-09,Burglary,Bar,False,2024,9
2023-04-28,Homicide,Street,False,2023,4
2020-07-12,Homicide,Home,False,2020,7
2017-12-19,Assault,Home,False,2017,12
2017-02-03,Arson,Bar,False,2017,2
2016-06-23,Burglary,Mall,False,2016,6
2022-02-21,Arson,Home,False,2022,2
2021-08-27,Burglary,Highway,False,2021,8
2024-03-11,Burglary,Bank,False,2024,3
2016-04-13,Arson,Park,True,2016,4
2016-03-07,Burglary,Highway,False,2016,3
2017-09-05,Arson,Mall,False,2017,9
2016-05-08,Theft,Park,False,2016,5
2022-08-28,Drug Possession,Home,True,2022,8
2022-09-22,Homicide,Home,False,2022,9
2015-06-10,Arson,Street,False,2015,6
2020-11-05,Theft,Apartment,False,2020,11
2019-07-31,Arson,Gas Station,False,2019,7
2022-11-16,Assault,Street,False,2022,11
2017-08-21,Homicide,Highway,False,2017,8
2018-05-17,Homicide,Apartment,True,2018,5
2019-03-24,Assault,Home,False,2019,3
2022-05-21,Homicide,Home,False,2022,5
2019-05-08,Homicide,Bank,True,2019,5
2016-04-23,Fraud,Park,False,2016,4
2015-05-01,Burglary,Highway,False,2015,5
2015-04-28,Arson,Gas Station,False,2015,4
2022-11-07,Burglary,Home,True,2022,11
2019-08-23,Fraud,Mall,False,2019,8
2022-08-05,Vandalism,Apartment,False,2022,8
2024-01-14,Theft,Park,False,2024,1
2022-10-04,Vandalism,School,True,2022,10
2017-07-01,Assault,Park,False,2017,7
2020-12-06,Fraud,School,True,2020,12
2016-12-11,Arson,Highway,False,2016,12
2017-12-29,Vandalism,Bar,False,2017,12
2017-12-04,Assault,Home,False,2017,12
2023-08-21,Arson,Bank,False,2023,8
2017-04-29,Homicide,Gas Station,False,2017,4
2018-07-16,Drug Possession,Park,False,2018,7
2022-11-10,Theft,Bank,False,2022,11
2024-10-18,Homicide,Apartment,True,2024,10
2016-10-11,Burglary,Park,False,2016,10
2023-07-05,Vandalism,Bar,False,2023,7
2016-08-28,Burglary,Gas Station,True,2016,8
2017-11-03,Fraud,Street,False,2017,11
2024-09-20,Vandalism,Street,False,2024,9
2024-11-06,Theft,Bank,True,2024,11
2024-05-28,Assault,Gas Station,False,2024,5
2020-11-08,Assault,Highway,True,2020,11
2020-08-26,Drug Possession,Highway,True,2020,8
2023-03-03,Homicide,Park,False,2023,3
2019-03-06,Fraud,Home,False,2019,3
2023-05-27,Assault,Home,True,2023,5
2016-06-26,Robbery,Apartment,False,2016,6
2016-04-22,Robbery,Apartment,False,2016,4
2019-02-08,Theft,Bank,False,2019,2
2020-12-28,Robbery,Apartment,False,2020,12
2015-02-08,Burglary,Park,True,2015,2
2016-09-14,Drug Possession,Park,False,2016,9
2024-02-04,Robbery,Bar,True,2024,2
2021-10-10,Robbery,Gas Station,False,2021,10
2023-05-18,Drug Possession,Highway,False,2023,5
2015-04-28,Arson,Mall,True,2015,4
2017-02-03,Fraud,Highway,True,2017,2
2020-11-24,Robbery,Highway,True,2020,11
2017-03-16,Drug Possession,Highway,False,2017,3
2024-03-23,Robbery,Bank,False,2024,3
2022-01-20,Fraud,Gas Station,False,2022,1
2017-04-20,Fraud,Gas Station,False,2017,4
2016-02-09,Theft,Bar,True,2016,2
2016-07-27,Drug Possession,Bank,False,2016,7
2015-12-13,Vandalism,Park,True,2015,12
2017-08-20,Fraud,Bar,False,2017,8
2024-11-24,Robbery,Apartment,False,2024,11
2023-03-10,Robbery,Apartment,False,2023,3
2019-04-15,Assault,Home,True,2019,4
2018-03-12,Robbery,Bar,False,2018,3
2016-01-10,Robbery,Home,False,2016,1
2016-03-10,Vandalism,Mall,False,2016,3
2016-02-26,Robbery,Home,False,2016,2
2017-07-22,Vandalism,Highway,False,2017,7
2015-09-13,Drug Possession,Gas Station,False,2015,9
2018-11-13,Drug Possession,Street,False,2018,11
2024-03-28,Arson,School,True,2024,3
2016-02-12,Homicide,School,False,2016,2
2024-09-08,Assault,Apartment,False,2024,9
2015-09-10,Homicide,Bar,True,2015,9
2021-06-22,Theft,School,True,2021,6
2022-12-08,Burglary,Mall,False,2022,12
2023-06-27,Theft,Street,False,2023,6
2020-10-13,Fraud,Bar,False,2020,10
2018-08-10,Vandalism,School,False,2018,8
2023-11-22,Vandalism,Mall,True,2023,11
2018-10-29,Drug Possession,School,False,2018,10
2020-10-11,Vandalism,Bank,True,2020,10
2020-02-08,Drug Possession,Home,False,2020,2
2024-12-14,Homicide,Bar,False,2024,12
2019-05-21,Theft,Mall,True,2019,5
2023-08-01,Drug Possession,Park,False,2023,8
2017-02-15,Theft,Street,False,2017,2
2023-05-04,Drug Possession,School,False,2023,5
2018-09-09,Fraud,School,False,2018,9
2016-10-09,Theft,Gas Station,False,2016,10
2017-06-21,Theft,Bank,True,2017,6
2022-09-07,Fraud,Highway,False,2022,9
2015-05-28,Theft,Apartment,False,2015,5
2015-02-24,Burglary,Park,True,2015,2
2021-12-04,Homicide,Bank,False,2021,12
2024-11-12,Theft,School,False,2024,11
2022-12-30,Theft,Bar,False,2022,12
2020-03-17,Assault,Apartment,True,2020,3
2019-10-19,Burglary,Street,True,2019,10
2021-06-27,Theft,Bank,True,2021,6
2024-08-11,Fraud,Highway,False,2024,8
2017-10-26,Theft,School,False,2017,10
2020-09-02,Theft,School,False,2020,9
2020-10-23,Burglary,Apartment,False,2020,10
2016-07-09,Homicide,Bar,True,2016,7
2019-04-15,Theft,Apartment,False,2019,4
2017-07-03,Arson,Mall,True,2017,7
2017-10-01,Homicide,School,False,2017,10
2018-10-31,Theft,Street,True,2018,10
2024-01-16,Drug Possession,Home,True,2024,1
2017-01-07,Assault,Bar,False,2017,1
2020-01-23,Robbery,School,True,2020,1
2019-04-03,Arson,Gas Station,False,2019,4
2023-01-28,Robbery,Mall,True,2023,1
2017-12-11,Theft,Home,False,2017,12
2022-03-08,Assault,Highway,False,2022,3
2016-09-26,Burglary,Street,False,2016,9
2018-09-23,Robbery,Bank,True,2018,9
2016-03-31,Fraud,Mall,False,2016,3
2019-11-15,Robbery,Street,True,2019,11
2021-03-31,Vandalism,Highway,False,2021,3
2024-03-10,Arson,Apartment,False,2024,3
2017-08-01,Homicide,Mall,False,2017,8
2021-04-24,Burglary,Apartment,False,2021,4
2015-06-18,Assault,Bank,False,2015,6
2021-11-03,Robbery,Bank,False,2021,11
2021-12-20,Vandalism,Bar,False,2021,12
2015-10-27,Vandalism,School,False,2015,10
2021-08-31,Robbery,Gas Station,False,2021,8
2016-06-02,Assault,Bank,False,2016,6
2015-05-14,Robbery,Park,False,2015,5
2020-11-04,Burglary,Home,False,2020,11
2021-03-06,Robbery,Park,False,2021,3
2017-04-16,Arson,Home,False,2017,4
2017-01-13,Fraud,School,False,2017,1
2016-03-12,Burglary,Highway,True,2016,3
2019-04-25,Theft,School,False,2019,4
2020-09-23,Arson,Gas Station,False,2020,9
2016-09-21,Arson,Gas Station,False,2016,9
2021-06-25,Drug Possession,Home,False,2021,6
2019-09-27,Theft,Bar,True,2019,9
2022-09-30,Fraud,Gas Station,False,2022,9
2015-05-05,Robbery,Park,True,2015,5
2022-07-02,Robbery,Highway,False,2022,7
2021-11-02,Robbery,School,True,2021,11
2018-10-31,Vandalism,Highway,True,2018,10
2017-05-07,Burglary,Gas Station,False,2017,5
2017-07-31,Burglary,Park,False,2017,7
2020-07-15,Homicide,Street,True,2020,7
2024-11-01,Theft,Gas Station,False,2024,11
2017-04-03,Burglary,Bar,False,2017,4
2015-11-29,Arson,Street,True,2015,11
2024-09-12,Drug Possession,Highway,False,2024,9
2021-05-27,Homicide,Street,True,2021,5
2022-07-23,Theft,Mall,True,2022,7
2021-02-21,Arson,Highway,False,2021,2
2019-02-26,Burglary,Park,True,2019,2
2020-09-29,Assault,School,True,2020,9
2024-09-18,Drug Possession,Gas Station,False,2024,9
2021-11-27,Assault,Park,True,2021,11
2023-04-21,Arson,Highway,True,2023,4
2017-11-14,Drug Possession,Highway,True,2017,11
2022-12-18,Vandalism,Bar,True,2022,12
2018-05-27,Drug Possession,Bank,False,2018,5
2021-03-03,Arson,Park,False,2021,3
2021-01-26,Drug Possession,Bank,False,2021,1
2021-04-08,Robbery,Gas Station,False,2021,4
2016-03-16,Theft,Street,False,2016,3
2016-01-10,Fraud,Bank,False,2016,1
2018-05-28,Homicide,Park,True,2018,5
2015-04-11,Robbery,Street,False,2015,4
2018-02-23,Fraud,Bar,False,2018,2
2017-10-12,Arson,Highway,True,2017,10
2015-10-30,Vandalism,Street,False,2015,10
2018-02-03,Theft,Bar,False,2018,2
2017-10-06,Drug Possession,Bank,False,2017,10
2024-03-25,Burglary,Bank,True,2024,3
2016-09-24,Fraud,Apartment,False,2016,9
2024-12-16,Drug Possession,Mall,False,2024,12
2017-01-06,Vandalism,Highway,False,2017,1
2017-05-30,Drug Possession,Street,False,2017,5
2018-12-05,Drug Possession,Home,False,2018,12
2018-09-21,Fraud,Bank,True,2018,9
2022-04-06,Fraud,Park,True,2022,4
2024-08-26,Arson,Highway,False,2024,8
2023-02-24,Assault,School,True,2023,2
2020-03-11,Homicide,Mall,False,2020,3
2024-04-29,Robbery,School,False,2024,4
2020-10-30,Fraud,Park,False,2020,10
2016-02-21,Assault,Street,False,2016,2
2019-10-08,Theft,Park,True,2019,10
2022-08-17,Vandalism,Home,True,2022,8
2016-05-24,Robbery,Street,False,2016,5
2017-09-24,Burglary,Mall,False,2017,9
2019-11-18,Theft,Bar,False,2019,11
2017-03-07,Burglary,Bank,True,2017,3
2024-05-24,Burglary,Bank,False,2024,5
2024-03-13,Fraud,Gas Station,False,2024,3
2020-12-01,Homicide,Park,False,2020,12
2021-09-27,Homicide,Bank,True,2021,9
2022-05-22,Burglary,School,False,2022,5
2020-06-16,Arson,School,False,2020,6
2019-06-05,Drug Possession,Bank,True,2019,6
2023-03-04,Homicide,Bank,False,2023,3
2021-10-14,Drug Possession,Highway,False,2021,10
2020-03-11,Homicide,Street,False,2020,3
2019-03-20,Theft,Highway,False,2019,3
2021-10-17,Assault,Mall,False,2021,10
2021-06-25,Assault,Highway,False,2021,6
2020-03-10,Fraud,Highway,False,2020,3
2021-06-11,Burglary,Bar,False,2021,6
2019-05-10,Assault,Gas Station,False,2019,5
2023-02-05,Drug Possession,Gas Station,False,2023,2
2016-06-30,Burglary,Highway,False,2016,6
2019-09-01,Homicide,Park,True,2019,9
2019-09-01,Burglary,Bar,False,2019,9
2022-03-23,Vandalism,Bank,True,2022,3
2024-10-04,Robbery,Highway,False,2024,10
2019-06-14,Assault,Gas Station,False,2019,6
2022-08-01,Homicide,Gas Station,True,2022,8
2019-03-30,Drug Possession,Mall,False,2019,3
2024-06-28,Robbery,Highway,False,2024,6
2016-11-22,Homicide,Street,False,2016,11
2020-03-28,Drug Possession,Home,False,2020,3
2022-05-29,Theft,Street,False,2022,5
2020-10-16,Assault,Gas Station,False,2020,10
2016-04-30,Burglary,Street,False,2016,4
2021-10-05,Robbery,Street,False,2021,10
2023-10-21,Theft,Park,False,2023,10
2024-12-05,Fraud,Highway,True,2024,12
2021-10-26,Drug Possession,Gas Station,True,2021,10
2022-02-24,Arson,Highway,True,2022,2
2016-09-08,Assault,Apartment,False,2016,9
2015-01-26,Assault,Home,False,2015,1
2024-06-09,Assault,Bar,False,2024,6
2016-09-29,Robbery,Gas Station,False,2016,9
2022-11-02,Homicide,Park,False,2022,11
2024-07-26,Burglary,Home,False,2024,7
2015-01-01,Vandalism,School,True,2015,1
2023-10-14,Homicide,Gas Station,False,2023,10
2017-02-27,Assault,Bar,False,2017,2
2016-10-18,Robbery,Street,True,2016,10
2016-09-24,Robbery,School,False,2016,9
2019-02-08,Burglary,Apartment,True,2019,2
2015-05-14,Drug Possession,Bar,False,2015,5
2019-03-23,Burglary,School,True,2019,3
2024-11-15,Robbery,Gas Station,True,2024,11
2016-01-13,Drug Possession,Street,True,2016,1
2017-11-08,Theft,Gas Station,True,2017,11
2024-12-16,Fraud,Mall,True,2024,12
2023-12-10,Theft,Bar,False,2023,12
2018-09-30,Robbery,Home,True,2018,9
2017-01-21,Homicide,Highway,True,2017,1
2018-01-15,Arson,Gas Station,False,2018,1
2020-03-23,Drug Possession,Bank,True,2020,3
2021-08-01,Homicide,Gas Station,False,2021,8
2020-09-15,Burglary,Bank,False,2020,9
2017-10-24,Arson,Park,True,2017,10
2022-12-26,Vandalism,Bar,False,2022,12
2023-06-02,Drug Possession,Gas Station,True,2023,6
2021-01-12,Fraud,Apartment,False,2021,1
2024-08-08,Assault,Home,False,2024,8
2016-11-16,Homicide,Gas Station,True,2016,11
2018-05-04,Fraud,Park,True,2018,5
2020-11-23,Vandalism,Home,False,2020,11
2017-11-29,Homicide,School,False,2017,11
2016-02-22,Assault,Street,False,2016,2
2022-08-07,Vandalism,Home,False,2022,8
2020-09-08,Homicide,Street,True,2020,9
2020-07-13,Burglary,Bar,True,2020,7
2021-08-18,Drug Possession,Highway,True,2021,8
2019-09-14,Assault,Home,False,2019,9
2018-06-10,Theft,Bar,False,2018,6
2020-11-20,Homicide,Apartment,False,2020,11
2015-11-25,Homicide,Gas Station,False,2015,11
2015-12-27,Homicide,Park,False,2015,12
2022-09-20,Arson,Bank,False,2022,9
2017-09-02,Drug Possession,Mall,False,2017,9
2020-12-29,Theft,School,False,2020,12
2024-03-24,Drug Possession,Mall,False,2024,3
2017-05-02,Assault,Bar,False,2017,5
2023-08-07,Robbery,Park,False,2023,8
2024-11-12,Vandalism,Bar,False,2024,11
2019-03-25,Assault,Apartment,True,2019,3
2015-03-31,Arson,Park,False,2015,3
2016-05-17,Fraud,Mall,False,2016,5
2023-05-05,Arson,School,False,2023,5
2015-11-05,Vandalism,Bar,False,2015,11
2015-02-14,Robbery,School,False,2015,2
2015-04-06,Drug Possession,Gas Station,False,2015,4
2022-12-03,Drug Possession,Street,True,2022,12
2022-08-27,Robbery,Apartment,False,2022,8
2017-10-04,Robbery,Mall,False,2017,10
2019-10-09,Robbery,Bank,True,2019,10
2024-03-26,Homicide,Mall,False,2024,3
2021-02-20,Burglary,School,False,2021,2
2022-12-01,Vandalism,Bar,False,2022,12
2024-04-15,Vandalism,Apartment,False,2024,4
2020-07-13,Fraud,Street,True,2020,7
2016-06-21,Robbery,Highway,True,2016,6
2018-10-23,Burglary,Home,False,2018,10
2024-11-03,Drug Possession,Bar,False,2024,11
2023-05-12,Burglary,Home,False,2023,5
2016-06-27,Robbery,School,True,2016,6
2017-06-29,Burglary,Street,False,2017,6
2018-01-01,Arson,Gas Station,False,2018,1
2019-07-01,Drug Possession,Mall,False,2019,7
2016-08-20,Homicide,Park,False,2016,8
2021-06-24,Fraud,Bank,False,2021,6
2017-05-22,Arson,Bar,False,2017,5
2020-06-14,Theft,Mall,True,2020,6
2016-11-07,Homicide,Street,False,2016,11
2017-10-10,Vandalism,Bar,True,2017,10
2015-12-16,Burglary,Park,False,2015,12
2023-09-25,Homicide,Home,False,2023,9
2018-12-06,Assault,Park,True,2018,12
2016-10-29,Arson,School,True,2016,10
2023-04-11,Robbery,Mall,False,2023,4
2019-05-31,Drug Possession,Apartment,False,2019,5
2018-08-26,Arson,Home,False,2018,8
2019-04-22,Arson,Bank,False,2019,4
2015-09-20,Burglary,Apartment,False,2015,9
2022-10-20,Homicide,Gas Station,False,2022,10
2021-09-23,Robbery,Apartment,False,2021,9
2021-10-29,Drug Possession,Park,False,2021,10
2020-04-14,Robbery,School,True,2020,4
2023-10-22,Burglary,Bank,True,2023,10
2019-05-05,Drug Possession,Home,True,2019,5
2023-11-04,Homicide,Park,False,2023,11
2022-05-04,Arson,Home,False,2022,5
2016-03-13,Fraud,Park,False,2016,3
2018-05-28,Fraud,Park,False,2018,5
2020-05-02,Drug Possession,Highway,False,2020,5
2019-10-16,Robbery,Apartment,False,2019,10
2022-01-06,Burglary,Gas Station,True,2022,1
2024-06-25,Arson,Apartment,False,2024,6
2020-07-03,Fraud,School,True,2020,7
2019-02-18,Homicide,Bank,True,2019,2
2017-08-29,Fraud,Park,False,2017,8
2020-06-02,Theft,Bar,False,2020,6
2024-06-07,Arson,Bar,False,2024,6
2016-08-27,Theft,Gas Station,True,2016,8
2023-04-12,Burglary,Highway,False,2023,4
2015-05-10,Arson,School,False,2015,5
2023-03-06,Robbery,Apartment,True,2023,3
2024-01-20,Arson,Bar,True,2024,1
2020-07-29,Robbery,Mall,True,2020,7
2023-05-05,Fraud,Street,True,2023,5
2019-03-23,Vandalism,Mall,True,2019,3
2022-12-22,Assault,Mall,False,2022,12
2022-12-08,Drug Possession,Highway,False,2022,12
2016-11-11,Robbery,Mall,False,2016,11
2015-10-24,Assault,Highway,False,2015,10
2023-11-21,Vandalism,Apartment,True,2023,11
2022-01-01,Homicide,School,True,2022,1
2021-07-30,Drug Possession,Gas Station,False,2021,7
2016-01-25,Fraud,Apartment,True,2016,1
2016-01-12,Fraud,Park,False,2016,1
2017-11-04,Arson,School,False,2017,11
2015-08-21,Robbery,Park,False,2015,8
2016-08-19,Burglary,Apartment,False,2016,8
2023-01-12,Theft,Bar,False,2023,1
2018-07-19,Assault,Street,False,2018,7
2019-08-13,Drug Possession,Gas Station,False,2019,8
2021-03-23,Burglary,Street,False,2021,3
2019-09-19,Arson,Gas Station,True,2019,9
2022-08-11,Assault,Apartment,False,2022,8
2018-10-18,Drug Possession,Bar,True,2018,10
2018-08-09,Burglary,Mall,True,2018,8
2021-02-21,Drug Possession,Home,False,2021,2
2022-11-03,Burglary,Gas Station,True,2022,11
2024-01-19,Arson,Home,False,2024,1
2023-09-03,Robbery,Street,False,2023,9
2022-03-06,Robbery,Bar,False,2022,3
2023-12-04,Burglary,School,False,2023,12
2023-09-26,Theft,Bank,False,2023,9
2021-06-25,Vandalism,Highway,True,2021,6
2017-11-29,Arson,Highway,True,2017,11
2016-04-08,Burglary,Park,True,2016,4
2024-12-01,Robbery,Mall,True,2024,12
2017-10-18,Robbery,Bank,False,2017,10
2018-11-04,Vandalism,Bank,False,2018,11
2018-01-25,Vandalism,Gas Station,False,2018,1
2020-06-23,Burglary,Gas Station,True,2020,6
2015-02-15,Drug Possession,Apartment,False,2015,2
2022-08-21,Vandalism,School,False,2022,8
2017-01-31,Fraud,Apartment,True,2017,1
2021-09-18,Theft,Park,False,2021,9
2022-05-27,Homicide,Highway,True,2022,5
2023-08-30,Fraud,Gas Station,False,2023,8
2016-08-11,Theft,School,False,2016,8
2015-07-29,Homicide,Bar,False,2015,7
2019-05-12,Theft,Park,False,2019,5
2021-05-25,Theft,Apartment,False,2021,5
2019-07-11,Robbery,Gas Station,True,2019,7
2024-04-18,Homicide,Mall,True,2024,4
2022-08-07,Burglary,Bar,False,2022,8
2024-02-17,Robbery,School,True,2024,2
2020-08-16,Vandalism,School,False,2020,8
2019-10-19,Drug Possession,Home,False,2019,10
2018-04-05,Robbery,Park,True,2018,4
2023-07-11,Robbery,School,False,2023,7
2020-06-01,Theft,Bank,False,2020,6
2015-04-19,Robbery,Home,True,2015,4
2019-06-01,Vandalism,Highway,False,2019,6
2019-10-11,Arson,Park,True,2019,10
2023-09-05,Burglary,Street,False,2023,9
2019-12-03,Drug Possession,Street,False,2019,12
2017-04-17,Burglary,Mall,True,2017,4
2024-08-12,Homicide,School,False,2024,8
2019-05-23,Burglary,Park,True,2019,5
2018-01-16,Homicide,Park,True,2018,1
2019-06-12,Robbery,Park,False,2019,6
2015-09-23,Drug Possession,Highway,True,2015,9
2016-01-20,Fraud,Home,False,2016,1
2022-05-23,Drug Possession,Apartment,False,2022,5
2017-06-05,Arson,Home,False,2017,6
2016-08-18,Robbery,Street,False,2016,8
2018-12-05,Homicide,Bank,False,2018,12
2019-09-18,Burglary,Bar,False,2019,9
2017-07-29,Theft,Bank,False,2017,7
2021-10-25,Homicide,Street,True,2021,10
2017-01-22,Homicide,Apartment,False,2017,1
2015-06-18,Homicide,Bar,False,2015,6
2023-09-30,Arson,Home,False,2023,9
2016-10-13,Assault,Apartment,False,2016,10
2024-09-13,Drug Possession,Bank,False,2024,9
2015-04-18,Arson,Highway,True,2015,4
2022-03-16,Fraud,Street,False,2022,3
2016-03-23,Fraud,School,True,2016,3
2024-03-04,Homicide,Bank,False,2024,3
2024-02-22,Theft,Street,True,2024,2
2019-09-03,Drug Possession,Home,False,2019,9
2019-05-07,Vandalism,Bar,True,2019,5
2017-11-11,Vandalism,Mall,False,2017,11
2018-03-25,Robbery,Bank,True,2018,3
2021-05-26,Drug Possession,Street,False,2021,5
2020-03-06,Robbery,Bank,True,2020,3
2016-07-21,Theft,Gas Station,False,2016,7
2022-02-13,Homicide,Bar,False,2022,2
2021-11-11,Burglary,Apartment,False,2021,11
2023-03-18,Assault,Highway,True,2023,3
2021-03-22,Homicide,Mall,False,2021,3
2018-06-26,Assault,Mall,False,2018,6
2015-09-10,Homicide,Apartment,False,2015,9
2020-06-30,Assault,Highway,False,2020,6
2020-08-28,Theft,Apartment,True,2020,8
2024-11-15,Fraud,Home,False,2024,11
2020-06-22,Fraud,Highway,False,2020,6
2015-02-18,Homicide,Highway,False,2015,2
2018-10-28,Robbery,Highway,True,2018,10
2018-06-18,Burglary,Apartment,False,2018,6
2023-06-28,Vandalism,Gas Station,True,2023,6
2021-09-22,Vandalism,Highway,False,2021,9
2023-12-22,Assault,School,False,2023,12
2023-03-12,Burglary,School,False,2023,3
2018-03-19,Vandalism,Home,True,2018,3
2024-10-26,Burglary,Mall,True,2024,10
2019-06-29,Theft,Apartment,False,2019,6
2024-11-10,Robbery,Gas Station,False,2024,11
2019-10-25,Robbery,Apartment,True,2019,10
2015-07-18,Assault,Park,False,2015,7
2022-10-11,Theft,Gas Station,False,2022,10
2021-05-20,Vandalism,Bar,False,2021,5
2022-03-01,Burglary,Bar,True,2022,3
2022-05-04,Robbery,Highway,False,2022,5
2016-04-24,Drug Possession,Home,False,2016,4
2016-11-10,Theft,Highway,False,2016,11
2018-05-19,Theft,Bank,True,2018,5
2019-07-17,Vandalism,Bar,True,2019,7
2023-06-20,Robbery,Home,False,2023,6
2022-10-10,Homicide,Highway,False,2022,10
2021-02-27,Theft,Gas Station,True,2021,2
2021-02-02,Vandalism,Park,True,2021,2
2021-10-02,Burglary,Park,False,2021,10
2020-08-15,Vandalism,School,False,2020,8
2016-12-30,Fraud,Street,False,2016,12
2018-07-24,Fraud,Home,False,2018,7
2023-06-12,Drug Possession,Park,False,2023,6
2024-07-18,Vandalism,Mall,False,2024,7
2024-05-30,Drug Possession,Mall,False,2024,5
2021-03-05,Fraud,Mall,False,2021,3
2021-06-14,Arson,Home,False,2021,6
2020-11-19,Homicide,School,False,2020,11
2016-01-15,Assault,School,True,2016,1
2019-10-05,Vandalism,Gas Station,False,2019,10
2021-05-24,Burglary,Park,False,2021,5
2020-04-11,Homicide,Park,False,2020,4
2022-08-29,Fraud,Street,False,2022,8
2015-06-15,Homicide,School,True,2015,6
2023-04-08,Burglary,Street,True,2023,4
2020-07-31,Drug Possession,Mall,True,2020,7
2016-12-06,Assault,Street,True,2016,12
2016-10-05,Arson,Gas Station,False,2016,10
2021-12-31,Fraud,Mall,True,2021,12
